DXEF,DXCD,DXAB,市板,样本,→ZE>0,→ZE>0+ZC>0,→ZE>0+ZC>0+ZA>0,下日DSHR>0,下日DSHR>1,下日DSHR>2,均HR,中位HR
唏,忠,忑,Qimit,150,26.7,26.0,24.0,84.8,58.7,43.5,1.3,0.78
唏,忠,忑,Qin,150,26.7,26.0,24.0,82.6,56.5,39.1,1.3,0.78
唏,忑,上,全量,982,66.0,33.6,33.6,81.6,44.7,24.5,1.42,0.86
唏,忑,上,Qd,982,66.0,33.6,33.6,80.6,24.7,6.5,1.42,0.86
唏,忑,上,Qe,982,66.0,33.6,33.6,72.1,14.3,4.3,1.42,0.86
唏,忑,上,Qif,982,66.0,33.6,33.6,85.7,54.0,39.7,1.42,0.86
唏,忑,上,Qic,982,66.0,33.6,33.6,67.9,45.2,20.2,1.42,0.86
唏,忑,上,Qimit,982,66.0,33.6,33.6,84.6,54.7,32.8,1.42,0.86
唏,忑,上,Qin,982,66.0,33.6,33.6,86.7,52.3,28.0,1.42,0.86
唏,忑,中,全量,505,46.7,24.8,23.6,82.0,47.5,25.9,1.37,0.91
唏,忑,中,Qd,505,46.7,24.8,23.6,83.3,28.6,7.1,1.37,0.91
唏,忑,中,Qe,505,46.7,24.8,23.6,52.5,15.3,6.8,1.37,0.91
唏,忑,中,Qif,505,46.7,24.8,23.6,77.8,63.0,22.2,1.37,0.91
唏,忑,中,Qic,505,46.7,24.8,23.6,88.1,69.0,31.0,1.37,0.91
唏,忑,中,Qimit,505,46.7,24.8,23.6,86.0,51.7,30.4,1.37,0.91
唏,忑,中,Qin,505,46.7,24.8,23.6,87.5,51.6,32.8,1.37,0.91
唏,忑,下,全量,4115,15.7,10.3,8.4,83.5,48.1,24.7,1.41,0.93
唏,忑,下,Qd,4115,15.7,10.3,8.4,89.6,27.7,9.6,1.41,0.93
唏,忑,下,Qe,4115,15.7,10.3,8.4,60.5,18.0,7.3,1.41,0.93
唏,忑,下,Qif,4115,15.7,10.3,8.4,82.6,49.2,23.1,1.41,0.93
唏,忑,下,Qic,4115,15.7,10.3,8.4,86.0,52.8,29.2,1.41,0.93
唏,忑,下,Qimit,4115,15.7,10.3,8.4,88.2,57.9,30.8,1.41,0.93
唏,忑,下,Qin,4115,15.7,10.3,8.4,84.9,55.0,29.3,1.41,0.93
唏,忑,忐,全量,1302,69.4,36.3,36.3,84.5,51.3,28.0,1.61,1.03
唏,忑,忐,Qd,1302,69.4,36.3,36.3,86.8,28.9,6.1,1.61,1.03
唏,忑,忐,Qe,1302,69.4,36.3,36.3,74.7,29.9,8.0,1.61,1.03
唏,忑,忐,Qif,1302,69.4,36.3,36.3,86.6,64.6,40.2,1.61,1.03
唏,忑,忐,Qic,1302,69.4,36.3,36.3,84.4,55.5,39.1,1.61,1.03
唏,忑,忐,Qimit,1302,69.4,36.3,36.3,84.7,55.3,30.3,1.61,1.03
唏,忑,忐,Qin,1302,69.4,36.3,36.3,85.4,53.0,29.8,1.61,1.03
唏,忑,忠,全量,1264,44.4,18.5,18.5,81.9,47.5,25.6,1.47,0.91
唏,忑,忠,Qd,1264,44.4,18.5,18.5,91.1,27.6,8.1,1.47,0.91
唏,忑,忠,Qe,1264,44.4,18.5,18.5,64.9,22.8,7.0,1.47,0.91
唏,忑,忠,Qif,1264,44.4,18.5,18.5,78.6,52.9,34.3,1.47,0.91
唏,忑,忠,Qic,1264,44.4,18.5,18.5,83.0,56.0,30.0,1.47,0.91
唏,忑,忠,Qimit,1264,44.4,18.5,18.5,82.5,50.4,28.9,1.47,0.91
唏,忑,忠,Qin,1264,44.4,18.5,18.5,83.7,55.7,30.3,1.47,0.91
唏,忑,忑,全量,14491,7.8,3.7,3.6,86.6,51.9,25.9,1.53,1.05
唏,忑,忑,Qd,14491,7.8,3.7,3.6,88.5,33.2,6.3,1.53,1.05
唏,忑,忑,Qe,14491,7.8,3.7,3.6,72.8,25.8,10.8,1.53,1.05
唏,忑,忑,Qif,14491,7.8,3.7,3.6,85.9,52.7,25.9,1.53,1.05
唏,忑,忑,Qic,14491,7.8,3.7,3.6,85.3,51.5,25.0,1.53,1.05
唏,忑,忑,Qimit,14491,7.8,3.7,3.6,88.4,57.3,29.5,1.53,1.05
唏,忑,忑,Qin,14491,7.8,3.7,3.6,87.8,58.8,33.0,1.53,1.05
屎,上,上,全量,225124,73.3,73.0,68.5,83.6,54.4,33.6,2.01,1.16
屎,上,上,Qd,225124,73.3,73.0,68.5,85.8,31.3,11.0,2.01,1.16
屎,上,上,Qe,225124,73.3,73.0,68.5,76.7,33.2,12.9,2.01,1.16
屎,上,上,Qif,225124,73.3,73.0,68.5,81.6,55.3,34.6,2.01,1.16
屎,上,上,Qic,225124,73.3,73.0,68.5,83.8,57.7,36.1,2.01,1.16
屎,上,上,Qimit,225124,73.3,73.0,68.5,84.0,59.0,38.2,2.01,1.16
屎,上,上,Qin,225124,73.3,73.0,68.5,84.3,59.0,38.3,2.01,1.16
屎,上,中,全量,39506,30.0,29.9,19.9,85.4,54.3,29.7,1.66,1.13
屎,上,中,Qd,39506,30.0,29.9,19.9,86.2,31.2,7.7,1.66,1.13
屎,上,中,Qe,39506,30.0,29.9,19.9,77.6,30.4,9.4,1.66,1.13
屎,上,中,Qif,39506,30.0,29.9,19.9,82.6,55.1,30.1,1.66,1.13
屎,上,中,Qic,39506,30.0,29.9,19.9,83.7,55.6,30.0,1.66,1.13
屎,上,中,Qimit,39506,30.0,29.9,19.9,86.4,58.5,33.7,1.66,1.13
屎,上,中,Qin,39506,30.0,29.9,19.9,86.6,58.1,33.2,1.66,1.13
屎,上,下,全量,34735,12.8,12.6,8.9,85.4,54.0,28.7,1.61,1.11
屎,上,下,Qd,34735,12.8,12.6,8.9,82.6,28.1,6.8,1.61,1.11
屎,上,下,Qe,34735,12.8,12.6,8.9,75.5,29.5,8.9,1.61,1.11
屎,上,下,Qif,34735,12.8,12.6,8.9,83.1,52.5,27.2,1.61,1.11
屎,上,下,Qic,34735,12.8,12.6,8.9,84.8,54.4,28.9,1.61,1.11
屎,上,下,Qimit,34735,12.8,12.6,8.9,86.8,58.6,32.4,1.61,1.11
屎,上,下,Qin,34735,12.8,12.6,8.9,86.7,58.6,32.6,1.61,1.11
屎,上,忐,全量,26309,51.7,49.9,49.5,82.6,50.3,28.6,1.63,1.01
屎,上,忐,Qd,26309,51.7,49.9,49.5,79.7,22.0,7.2,1.63,1.01
屎,上,忐,Qe,26309,51.7,49.9,49.5,69.2,24.1,8.5,1.63,1.01
屎,上,忐,Qif,26309,51.7,49.9,49.5,79.0,50.5,28.2,1.63,1.01
屎,上,忐,Qic,26309,51.7,49.9,49.5,81.9,53.9,29.7,1.63,1.01
屎,上,忐,Qimit,26309,51.7,49.9,49.5,85.0,57.5,34.6,1.63,1.01
屎,上,忐,Qin,26309,51.7,49.9,49.5,84.9,57.1,33.4,1.63,1.01
屎,上,忠,全量,6165,28.1,26.8,26.1,80.9,48.6,26.9,1.51,0.95
屎,上,忠,Qd,6165,28.1,26.8,26.1,77.7,30.8,9.1,1.51,0.95
屎,上,忠,Qe,6165,28.1,26.8,26.1,59.5,19.5,5.0,1.51,0.95
屎,上,忠,Qif,6165,28.1,26.8,26.1,79.5,48.1,24.9,1.51,0.95
屎,上,忠,Qic,6165,28.1,26.8,26.1,82.0,50.3,28.5,1.51,0.95
屎,上,忠,Qimit,6165,28.1,26.8,26.1,83.3,55.0,32.7,1.51,0.95
屎,上,忠,Qin,6165,28.1,26.8,26.1,85.5,54.8,32.1,1.51,0.95
屎,上,忑,全量,14429,15.0,14.7,13.2,83.1,49.5,26.8,1.52,0.98
屎,上,忑,Qd,14429,15.0,14.7,13.2,79.8,28.3,9.9,1.52,0.98
屎,上,忑,Qe,14429,15.0,14.7,13.2,74.0,28.3,9.8,1.52,0.98
屎,上,忑,Qif,14429,15.0,14.7,13.2,79.9,50.8,28.1,1.52,0.98
屎,上,忑,Qic,14429,15.0,14.7,13.2,83.1,51.4,27.6,1.52,0.98
屎,上,忑,Qimit,14429,15.0,14.7,13.2,84.6,54.1,31.0,1.52,0.98
屎,上,忑,Qin,14429,15.0,14.7,13.2,84.3,52.6,28.7,1.52,0.98
屎,中,上,全量,696,57.9,23.6,23.6,51.0,25.9,12.5,0.8,0.01
屎,中,上,Qd,696,57.9,23.6,23.6,71.7,15.2,2.2,0.8,0.01
屎,中,上,Qe,696,57.9,23.6,23.6,22.9,7.3,2.1,0.8,0.01
屎,中,上,Qif,696,57.9,23.6,23.6,63.6,36.4,31.8,0.8,0.01
屎,中,上,Qic,696,57.9,23.6,23.6,75.7,37.8,16.2,0.8,0.01
屎,中,上,Qimit,696,57.9,23.6,23.6,84.0,52.1,27.8,0.8,0.01
屎,中,上,Qin,696,57.9,23.6,23.6,76.4,48.1,24.5,0.8,0.01
屎,中,中,全量,266,32.3,16.2,16.2,69.9,35.0,16.2,0.95,0.54
屎,中,中,Qd,266,32.3,16.2,16.2,90.5,23.8,9.5,0.95,0.54
屎,中,中,Qe,266,32.3,16.2,16.2,41.0,6.6,3.3,0.95,0.54
屎,中,中,Qif,266,32.3,16.2,16.2,71.4,28.6,28.6,0.95,0.54
屎,中,中,Qic,266,32.3,16.2,16.2,66.7,37.0,22.2,0.95,0.54
屎,中,中,Qimit,266,32.3,16.2,16.2,75.8,43.4,18.2,0.95,0.54
屎,中,中,Qin,266,32.3,16.2,16.2,86.3,56.9,25.5,0.95,0.54
屎,中,下,全量,5839,11.2,8.6,6.6,83.6,50.9,25.7,1.5,1.02
屎,中,下,Qd,5839,11.2,8.6,6.6,82.9,30.4,7.8,1.5,1.02
屎,中,下,Qe,5839,11.2,8.6,6.6,67.3,18.6,3.7,1.5,1.02
屎,中,下,Qif,5839,11.2,8.6,6.6,80.7,45.0,24.4,1.5,1.02
屎,中,下,Qic,5839,11.2,8.6,6.6,84.8,54.2,27.8,1.5,1.02
屎,中,下,Qimit,5839,11.2,8.6,6.6,86.5,58.9,30.8,1.5,1.02
屎,中,下,Qin,5839,11.2,8.6,6.6,86.1,56.8,31.0,1.5,1.02
屎,中,忐,全量,4368,48.9,35.4,35.4,80.5,46.7,26.3,1.47,0.89
屎,中,忐,Qd,4368,48.9,35.4,35.4,81.6,22.1,8.1,1.47,0.89
屎,中,忐,Qe,4368,48.9,35.4,35.4,64.9,20.8,5.7,1.47,0.89
屎,中,忐,Qif,4368,48.9,35.4,35.4,72.4,42.8,20.2,1.47,0.89
屎,中,忐,Qic,4368,48.9,35.4,35.4,83.3,51.2,30.4,1.47,0.89
屎,中,忐,Qimit,4368,48.9,35.4,35.4,82.3,53.8,31.8,1.47,0.89
屎,中,忐,Qin,4368,48.9,35.4,35.4,84.2,55.5,33.4,1.47,0.89
屎,中,忠,全量,8189,31.4,21.7,21.7,79.8,47.0,25.1,1.45,0.9
屎,中,忠,Qd,8189,31.4,21.7,21.7,80.3,28.0,6.8,1.45,0.9
屎,中,忠,Qe,8189,31.4,21.7,21.7,55.8,20.4,4.5,1.45,0.9
屎,中,忠,Qif,8189,31.4,21.7,21.7,78.0,48.4,25.5,1.45,0.9
屎,中,忠,Qic,8189,31.4,21.7,21.7,81.2,52.4,33.6,1.45,0.9
屎,中,忠,Qimit,8189,31.4,21.7,21.7,83.7,54.2,30.2,1.45,0.9
屎,中,忠,Qin,8189,31.4,21.7,21.7,82.6,52.6,30.5,1.45,0.9
屎,中,忑,全量,29475,11.6,9.3,8.6,83.7,51.0,25.8,1.48,1.03
屎,中,忑,Qd,29475,11.6,9.3,8.6,83.6,32.0,8.9,1.48,1.03
屎,中,忑,Qe,29475,11.6,9.3,8.6,74.1,33.5,10.4,1.48,1.03
屎,中,忑,Qif,29475,11.6,9.3,8.6,82.3,49.1,25.8,1.48,1.03
屎,中,忑,Qic,29475,11.6,9.3,8.6,83.4,56.3,30.2,1.48,1.03
屎,中,忑,Qimit,29475,11.6,9.3,8.6,85.6,56.3,30.7,1.48,1.03
屎,中,忑,Qin,29475,11.6,9.3,8.6,84.5,55.5,29.1,1.48,1.03
屎,下,上,全量,567,33.5,18.2,18.2,73.2,38.1,17.5,1.07,0.59
屎,下,上,Qd,567,33.5,18.2,18.2,84.6,28.2,15.4,1.07,0.59
屎,下,上,Qe,567,33.5,18.2,18.2,54.9,15.4,4.0,1.07,0.59
屎,下,上,Qif,567,33.5,18.2,18.2,69.0,31.0,17.2,1.07,0.59
屎,下,上,Qic,567,33.5,18.2,18.2,76.9,46.2,15.4,1.07,0.59
屎,下,上,Qimit,567,33.5,18.2,18.2,85.5,53.2,26.3,1.07,0.59
屎,下,上,Qin,567,33.5,18.2,18.2,77.7,51.8,25.0,1.07,0.59
屎,下,中,全量,234,24.4,17.9,17.5,71.4,44.9,26.1,1.31,0.85
屎,下,中,Qd,234,24.4,17.9,17.5,70.0,35.0,20.0,1.31,0.85
屎,下,中,Qe,234,24.4,17.9,17.5,46.2,12.8,7.7,1.31,0.85
屎,下,中,Qif,234,24.4,17.9,17.5,88.9,66.7,44.4,1.31,0.85
屎,下,中,Qic,234,24.4,17.9,17.5,69.2,46.2,30.8,1.31,0.85
屎,下,中,Qimit,234,24.4,17.9,17.5,77.0,53.0,33.0,1.31,0.85
屎,下,中,Qin,234,24.4,17.9,17.5,77.4,52.8,24.5,1.31,0.85
屎,下,下,全量,6911,6.9,5.3,4.4,81.9,48.7,24.4,1.41,0.96
屎,下,下,Qd,6911,6.9,5.3,4.4,78.2,24.1,7.6,1.41,0.96
屎,下,下,Qe,6911,6.9,5.3,4.4,67.7,22.0,8.1,1.41,0.96
屎,下,下,Qif,6911,6.9,5.3,4.4,83.1,48.7,24.2,1.41,0.96
屎,下,下,Qic,6911,6.9,5.3,4.4,87.7,56.3,26.5,1.41,0.96
屎,下,下,Qimit,6911,6.9,5.3,4.4,84.1,56.6,29.4,1.41,0.96
屎,下,下,Qin,6911,6.9,5.3,4.4,85.1,54.9,29.4,1.41,0.96
屎,下,忐,全量,6053,38.1,20.9,20.9,81.0,46.5,25.4,1.5,0.89
屎,下,忐,Qd,6053,38.1,20.9,20.9,80.2,23.8,7.2,1.5,0.89
屎,下,忐,Qe,6053,38.1,20.9,20.9,70.6,26.2,6.4,1.5,0.89
屎,下,忐,Qif,6053,38.1,20.9,20.9,78.8,47.2,23.9,1.5,0.89
屎,下,忐,Qic,6053,38.1,20.9,20.9,80.1,46.6,23.2,1.5,0.89
屎,下,忐,Qimit,6053,38.1,20.9,20.9,82.8,53.4,31.9,1.5,0.89
屎,下,忐,Qin,6053,38.1,20.9,20.9,83.3,52.8,31.2,1.5,0.89
屎,下,忠,全量,30181,15.8,7.0,7.0,81.6,46.6,24.4,1.44,0.9
屎,下,忠,Qd,30181,15.8,7.0,7.0,82.4,25.9,7.5,1.44,0.9
屎,下,忠,Qe,30181,15.8,7.0,7.0,70.1,24.5,9.0,1.44,0.9
屎,下,忠,Qif,30181,15.8,7.0,7.0,76.7,43.7,23.9,1.44,0.9
屎,下,忠,Qic,30181,15.8,7.0,7.0,80.8,49.7,25.6,1.44,0.9
屎,下,忠,Qimit,30181,15.8,7.0,7.0,83.5,52.3,28.9,1.44,0.9
屎,下,忠,Qin,30181,15.8,7.0,7.0,83.5,52.7,28.6,1.44,0.9
屎,下,忑,全量,262425,2.6,1.4,1.4,84.6,52.2,26.2,1.45,1.06
屎,下,忑,Qd,262425,2.6,1.4,1.4,83.8,31.9,8.9,1.45,1.06
屎,下,忑,Qe,262425,2.6,1.4,1.4,78.2,33.4,11.0,1.45,1.06
屎,下,忑,Qif,262425,2.6,1.4,1.4,81.7,49.9,24.5,1.45,1.06
屎,下,忑,Qic,262425,2.6,1.4,1.4,84.2,54.6,27.7,1.45,1.06
屎,下,忑,Qimit,262425,2.6,1.4,1.4,85.5,56.5,29.8,1.45,1.06
屎,下,忑,Qin,262425,2.6,1.4,1.4,85.7,57.0,30.5,1.45,1.06
屎,忐,上,全量,840612,33.7,33.6,33.0,83.8,53.6,32.0,1.89,1.12
屎,忐,上,Qd,840612,33.7,33.6,33.0,84.8,32.2,11.6,1.89,1.12
屎,忐,上,Qe,840612,33.7,33.6,33.0,79.9,38.7,17.5,1.89,1.12
屎,忐,上,Qif,840612,33.7,33.6,33.0,81.9,53.6,31.2,1.89,1.12
屎,忐,上,Qic,840612,33.7,33.6,33.0,83.7,56.7,34.0,1.89,1.12
屎,忐,上,Qimit,840612,33.7,33.6,33.0,84.0,57.4,35.7,1.89,1.12
屎,忐,上,Qin,840612,33.7,33.6,33.0,84.3,57.7,36.2,1.89,1.12
屎,忐,中,全量,91467,8.9,8.9,7.1,87.2,56.5,30.9,1.72,1.2
屎,忐,中,Qd,91467,8.9,8.9,7.1,87.1,33.7,13.4,1.72,1.2
屎,忐,中,Qe,91467,8.9,8.9,7.1,83.8,41.7,16.9,1.72,1.2
屎,忐,中,Qif,91467,8.9,8.9,7.1,84.0,54.1,29.8,1.72,1.2
屎,忐,中,Qic,91467,8.9,8.9,7.1,87.3,58.2,31.4,1.72,1.2
屎,忐,中,Qimit,91467,8.9,8.9,7.1,87.9,59.9,33.8,1.72,1.2
屎,忐,中,Qin,91467,8.9,8.9,7.1,87.4,60.0,33.9,1.72,1.2
屎,忐,下,全量,23043,3.8,3.8,3.4,86.5,55.5,30.6,1.69,1.17
屎,忐,下,Qd,23043,3.8,3.8,3.4,84.5,31.1,11.2,1.69,1.17
屎,忐,下,Qe,23043,3.8,3.8,3.4,78.6,35.3,16.3,1.69,1.17
屎,忐,下,Qif,23043,3.8,3.8,3.4,85.2,51.8,28.5,1.69,1.17
屎,忐,下,Qic,23043,3.8,3.8,3.4,85.1,56.7,31.2,1.69,1.17
屎,忐,下,Qimit,23043,3.8,3.8,3.4,87.5,59.2,33.1,1.69,1.17
屎,忐,下,Qin,23043,3.8,3.8,3.4,87.4,58.8,33.8,1.69,1.17
屎,忐,忐,全量,17842,26.7,26.5,26.5,83.4,52.5,31.4,1.87,1.08
屎,忐,忐,Qd,17842,26.7,26.5,26.5,84.2,21.3,6.7,1.87,1.08
屎,忐,忐,Qe,17842,26.7,26.5,26.5,69.7,28.4,12.2,1.87,1.08
屎,忐,忐,Qif,17842,26.7,26.5,26.5,80.6,50.3,27.2,1.87,1.08
屎,忐,忐,Qic,17842,26.7,26.5,26.5,82.4,54.5,32.2,1.87,1.08
屎,忐,忐,Qimit,17842,26.7,26.5,26.5,84.2,58.0,36.6,1.87,1.08
屎,忐,忐,Qin,17842,26.7,26.5,26.5,85.8,60.6,36.7,1.87,1.08
屎,忐,忠,全量,1052,6.3,6.3,6.2,81.3,50.9,30.4,1.63,1.03
屎,忐,忠,Qd,1052,6.3,6.3,6.2,68.9,21.3,11.5,1.63,1.03
屎,忐,忠,Qe,1052,6.3,6.3,6.2,72.3,34.9,16.9,1.63,1.03
屎,忐,忠,Qif,1052,6.3,6.3,6.2,76.8,44.6,16.1,1.63,1.03
屎,忐,忠,Qic,1052,6.3,6.3,6.2,82.9,55.2,32.4,1.63,1.03
屎,忐,忠,Qimit,1052,6.3,6.3,6.2,83.6,53.9,32.4,1.63,1.03
屎,忐,忠,Qin,1052,6.3,6.3,6.2,83.1,56.6,37.5,1.63,1.03
屎,忐,忑,全量,2642,3.1,3.1,3.1,83.4,50.6,26.6,1.55,1.02
屎,忐,忑,Qd,2642,3.1,3.1,3.1,80.6,34.7,13.3,1.55,1.02
屎,忐,忑,Qe,2642,3.1,3.1,3.1,73.3,30.7,17.8,1.55,1.02
屎,忐,忑,Qif,2642,3.1,3.1,3.1,84.1,49.4,22.6,1.55,1.02
屎,忐,忑,Qic,2642,3.1,3.1,3.1,84.5,56.3,30.3,1.55,1.02
屎,忐,忑,Qimit,2642,3.1,3.1,3.1,84.5,53.3,28.8,1.55,1.02
屎,忐,忑,Qin,2642,3.1,3.1,3.1,83.2,51.4,27.4,1.55,1.02
屎,忠,上,全量,761773,1.9,1.9,1.9,84.2,52.1,29.0,1.69,1.06
屎,忠,上,Qd,761773,1.9,1.9,1.9,83.9,32.9,11.2,1.69,1.06
屎,忠,上,Qe,761773,1.9,1.9,1.9,77.1,36.4,15.6,1.69,1.06
屎,忠,上,Qif,761773,1.9,1.9,1.9,80.8,51.4,29.2,1.69,1.06
屎,忠,上,Qic,761773,1.9,1.9,1.9,83.2,54.4,31.2,1.69,1.06
屎,忠,上,Qimit,761773,1.9,1.9,1.9,85.1,55.6,32.0,1.69,1.06
屎,忠,上,Qin,761773,1.9,1.9,1.9,85.3,56.0,32.5,1.69,1.06
屎,忠,中,全量,122721,1.0,1.0,1.0,86.2,54.4,29.1,1.64,1.13
屎,忠,中,Qd,122721,1.0,1.0,1.0,85.6,34.6,14.6,1.64,1.13
屎,忠,中,Qe,122721,1.0,1.0,1.0,77.9,36.6,14.8,1.64,1.13
屎,忠,中,Qif,122721,1.0,1.0,1.0,83.0,52.9,28.6,1.64,1.13
屎,忠,中,Qic,122721,1.0,1.0,1.0,85.7,55.6,30.5,1.64,1.13
屎,忠,中,Qimit,122721,1.0,1.0,1.0,87.3,58.0,31.9,1.64,1.13
屎,忠,中,Qin,122721,1.0,1.0,1.0,87.2,58.1,31.8,1.64,1.13
屎,忠,下,全量,58732,0.9,0.9,0.9,85.9,54.6,29.2,1.63,1.13
屎,忠,下,Qd,58732,0.9,0.9,0.9,82.7,30.2,12.6,1.63,1.13
屎,忠,下,Qe,58732,0.9,0.9,0.9,76.4,34.6,14.6,1.63,1.13
屎,忠,下,Qif,58732,0.9,0.9,0.9,83.0,51.6,27.3,1.63,1.13
屎,忠,下,Qic,58732,0.9,0.9,0.9,85.3,55.7,30.6,1.63,1.13
屎,忠,下,Qimit,58732,0.9,0.9,0.9,87.3,58.5,31.7,1.63,1.13
屎,忠,下,Qin,58732,0.9,0.9,0.9,86.8,58.1,31.9,1.63,1.13
屎,忠,忐,全量,64561,5.4,5.3,5.3,82.8,51.9,30.8,1.82,1.06
屎,忠,忐,Qd,64561,5.4,5.3,5.3,84.1,28.5,10.3,1.82,1.06
屎,忠,忐,Qe,64561,5.4,5.3,5.3,73.2,29.8,13.8,1.82,1.06
屎,忠,忐,Qif,64561,5.4,5.3,5.3,79.4,49.4,28.7,1.82,1.06
屎,忠,忐,Qic,64561,5.4,5.3,5.3,81.8,54.0,32.6,1.82,1.06
屎,忠,忐,Qimit,64561,5.4,5.3,5.3,83.9,56.9,35.2,1.82,1.06
屎,忠,忐,Qin,64561,5.4,5.3,5.3,83.7,58.1,35.4,1.82,1.06
屎,忠,忠,全量,3729,1.7,1.7,1.7,82.3,49.8,28.1,1.53,0.98
屎,忠,忠,Qd,3729,1.7,1.7,1.7,80.8,26.5,7.9,1.53,0.98
屎,忠,忠,Qe,3729,1.7,1.7,1.7,71.8,30.2,11.8,1.53,0.98
屎,忠,忠,Qif,3729,1.7,1.7,1.7,79.0,50.6,23.6,1.53,0.98
屎,忠,忠,Qic,3729,1.7,1.7,1.7,81.7,50.8,30.3,1.53,0.98
屎,忠,忠,Qimit,3729,1.7,1.7,1.7,84.4,53.3,31.4,1.53,0.98
屎,忠,忠,Qin,3729,1.7,1.7,1.7,83.0,55.7,33.1,1.53,0.98
屎,忠,忑,全量,8504,1.4,1.3,1.3,83.2,50.4,28.1,1.53,1.01
屎,忠,忑,Qd,8504,1.4,1.3,1.3,84.4,30.7,11.2,1.53,1.01
屎,忠,忑,Qe,8504,1.4,1.3,1.3,71.1,30.5,13.0,1.53,1.01
屎,忠,忑,Qif,8504,1.4,1.3,1.3,82.0,50.2,27.3,1.53,1.01
屎,忠,忑,Qic,8504,1.4,1.3,1.3,84.7,52.7,29.9,1.53,1.01
屎,忠,忑,Qimit,8504,1.4,1.3,1.3,83.4,53.9,30.7,1.53,1.01
屎,忠,忑,Qin,8504,1.4,1.3,1.3,84.3,51.4,29.5,1.53,1.01
屎,忑,上,全量,260251,1.1,0.8,0.8,84.1,51.5,27.8,1.58,1.04
屎,忑,上,Qd,260251,1.1,0.8,0.8,83.7,32.2,11.4,1.58,1.04
屎,忑,上,Qe,260251,1.1,0.8,0.8,71.7,31.1,11.7,1.58,1.04
屎,忑,上,Qif,260251,1.1,0.8,0.8,80.1,48.6,26.2,1.58,1.04
屎,忑,上,Qic,260251,1.1,0.8,0.8,82.5,52.1,28.9,1.58,1.04
屎,忑,上,Qimit,260251,1.1,0.8,0.8,85.8,55.4,30.8,1.58,1.04
屎,忑,上,Qin,260251,1.1,0.8,0.8,86.0,56.3,31.8,1.58,1.04
屎,忑,中,全量,62595,0.8,0.6,0.6,84.8,53.6,29.0,1.6,1.11
屎,忑,中,Qd,62595,0.8,0.6,0.6,83.4,34.1,12.9,1.6,1.11
屎,忑,中,Qe,62595,0.8,0.6,0.6,75.3,35.2,14.3,1.6,1.11
屎,忑,中,Qif,62595,0.8,0.6,0.6,80.7,49.8,25.3,1.6,1.11
屎,忑,中,Qic,62595,0.8,0.6,0.6,83.3,52.9,29.2,1.6,1.11
屎,忑,中,Qimit,62595,0.8,0.6,0.6,86.5,57.8,32.3,1.6,1.11
屎,忑,中,Qin,62595,0.8,0.6,0.6,85.7,57.2,32.3,1.6,1.11
屎,忑,下,全量,201933,0.6,0.6,0.5,85.0,52.6,27.3,1.56,1.07
屎,忑,下,Qd,201933,0.6,0.6,0.5,82.7,30.4,10.1,1.56,1.07
屎,忑,下,Qe,201933,0.6,0.6,0.5,74.6,30.4,11.8,1.56,1.07
屎,忑,下,Qif,201933,0.6,0.6,0.5,82.6,49.7,25.4,1.56,1.07
屎,忑,下,Qic,201933,0.6,0.6,0.5,83.9,53.8,28.3,1.56,1.07
屎,忑,下,Qimit,201933,0.6,0.6,0.5,86.7,57.4,30.9,1.56,1.07
屎,忑,下,Qin,201933,0.6,0.6,0.5,86.6,58.4,31.6,1.56,1.07
屎,忑,忐,全量,421283,1.7,1.3,1.3,83.0,50.6,28.7,1.64,1.01
屎,忑,忐,Qd,421283,1.7,1.3,1.3,83.0,30.5,11.9,1.64,1.01
屎,忑,忐,Qe,421283,1.7,1.3,1.3,75.7,33.5,15.3,1.64,1.01
屎,忑,忐,Qif,421283,1.7,1.3,1.3,78.9,47.4,26.4,1.64,1.01
屎,忑,忐,Qic,421283,1.7,1.3,1.3,81.5,51.4,29.4,1.64,1.01
屎,忑,忐,Qimit,421283,1.7,1.3,1.3,84.0,54.4,31.6,1.64,1.01
屎,忑,忐,Qin,421283,1.7,1.3,1.3,84.4,55.6,33.1,1.64,1.01
屎,忑,忠,全量,654977,0.6,0.4,0.4,82.2,49.7,27.4,1.56,0.99
屎,忑,忠,Qd,654977,0.6,0.4,0.4,80.0,31.6,13.0,1.56,0.99
屎,忑,忠,Qe,654977,0.6,0.4,0.4,75.6,33.9,14.5,1.56,0.99
屎,忑,忠,Qif,654977,0.6,0.4,0.4,77.1,45.9,25.1,1.56,0.99
屎,忑,忠,Qic,654977,0.6,0.4,0.4,80.3,49.5,27.3,1.56,0.99
屎,忑,忠,Qimit,654977,0.6,0.4,0.4,83.5,53.2,30.0,1.56,0.99
屎,忑,忠,Qin,654977,0.6,0.4,0.4,84.0,54.4,31.4,1.56,0.99
屎,忑,忑,全量,2997237,0.2,0.1,0.1,83.9,52.2,27.7,1.55,1.06
屎,忑,忑,Qd,2997237,0.2,0.1,0.1,82.6,34.6,13.1,1.55,1.06
屎,忑,忑,Qe,2997237,0.2,0.1,0.1,78.3,37.0,15.9,1.55,1.06
屎,忑,忑,Qif,2997237,0.2,0.1,0.1,80.9,49.3,25.6,1.55,1.06
屎,忑,忑,Qic,2997237,0.2,0.1,0.1,82.9,53.2,28.1,1.55,1.06
屎,忑,忑,Qimit,2997237,0.2,0.1,0.1,85.2,56.1,30.5,1.55,1.06
屎,忑,忑,Qin,2997237,0.2,0.1,0.1,84.7,55.7,30.9,1.55,1.06
